行,名前,ローマ字
ひ,HMOとかの中の人｡,hichiemuo-tokanonakanohito
ひ,PIZZICATO FIVE,pichika-tofaibu
ひ,BIGBANG,bigguban
ひ,BIGMAMA,biggumama
ひ,hide,hide
ひ,一青窈,hitotoyou
ひ,hitomi,hitomi
ひ,氷室京介,himurokyousuke
ひ,姫神,himekami
ひ,100s,hyakushiki
ひ,ヒャダイン,hyadain
ひ,平井堅,hiraiken
ひ,平沢進,hirasawasusumu
ひ,平野綾,hiranoaya
ひ,平原綾香,hiraharaayaka
ひ,平松愛理,hiramatsueri
ひ,Hilcrhyme,hirukuraimu
ひ,hiro,hiro
ひ,the pillows,pirouzu
ひ,広末涼子,hirosueryouko
ひ,広瀬香美,hirosekoumi
ひ,ピンク・クラウド,pinkukuraudo
ひ,ピンク・レディー,pinkuredi-
ふ,FACT,fakuto
ふ,FANATIC◇CRISIS,fanateikkukuraishisu
ふ,FUNKY MONKEY BABYS,fanki-monki-beibi-zu
ふ,Fantastic Plastic Machine,fantasuteikkupurasuchikkumashi-n
ふ,FIELD OF VIEW,fi-rudoobubyu-
ふ,FictionJunction,fikushonjankushon
ふ,V6,buishikkusu
ふ,フィッシュマンズ,fisshumanzu
ふ,フィンガー5,finga-faibu
ふ,風味堂,fuumidou
ふ,THE BOOM,bu-mu
ふ,Fairies,feari-zu
ふ,Fayray,feirei
ふ,ザ・フォーク・クルセダーズ,fo-kukuruseda-zu
ふ,44MAGNUM,fo-tei-fo-magunamu
ふ,Folder,foruda-
ふ,Folder5,foruda-faibu
ふ,深田恭子,fukadakyouko
ふ,福原美穂,fukuharamiho
ふ,福耳,fukumimi
ふ,福山雅治,fukuyamamasaharu
ふ,藤井隆,fujiitakashi
ふ,藤井フミヤ,fujiifumiya
ふ,藤木直人,fujikinaohito
ふ,藤澤ノリマサ,fujisawanorimasa
ふ,藤田麻衣子,fujitamaiko
ふ,フジファブリック,fujifaburikku
ふ,布施明,fuseakira
ふ,腐男塾,fudanjuku
ふ,Plastic Tree,purasuteikkutouri-
ふ,BLACK BISCUITS,burakkubisukettsu
ふ,bloodthirsty butchers,buraddosa-suteibutcha-zu
ふ,BRAHMAN,burafuman
ふ,フラワーカンパニーズ,furawa-kanpani-zu
ふ,BLANKEY JET CITY,buranki-jiettoshitei
ふ,flumpool,furanpu-ru
ふ,pre-school,purisuku-ru
ふ,FreeTEMPO,furi-tenpo
ふ,ブリーフ＆トランクス,buri-fuandotorankusu
ふ,フリッパーズ・ギター,furippa-zugita-
ふ,fripSide,furippusaido
ふ,FLIP-FLAP,furippufurappu
ふ,the brilliant green,buririantoguri-n
ふ,PRINCESS PRINCESS,purinsesupurinsesu
ふ,古内東子,furuuchitouko
ふ,ザ・ブルーハーツ,buru-ha-tsu
ふ,Full Of Harmony,furuobuha-moni-
ふ,BREAKERZ,bureika-zu
ふ,フレンチ★キス,furenchikisu
ふ,plenty,purentei
ふ,FLOW,furou
ふ,BOOM BOOM SATELLITES,bunbunsateraitsu
へ,Hey！ Say！ JUMP,heiseijanpu
へ,Base Ball Bear,be-subo-rubea-
へ,BENI,beni
へ,BENNIE K,beni-ke-
へ,PENICILLIN,penishirin
へ,Berryz工房,beri-zukoubou
ほ,ボ・ガンボス,boganbosu
ほ,BoA,boa
ほ,BOOWY,boui
ほ,THE BAWDIES,boudi-zu
ほ,Buono！,bo-no
ほ,HOME MADE 家族,ho-mumeidokazoku
ほ,POCKET BISCUITS,pokettobisukettsu
ほ,保志総一朗,hoshisouichirou
ほ,星野源,hoshinogen
ほ,星野真里,hoshinomari
ほ,細野晴臣,hosonoharuomi
ほ,布袋寅泰,hoteitomoyasu
ほ,BONNIE PINK,boni-pinku
ほ,ホフディラン,hofudiran
ほ,堀江由衣,horieyui
ほ,POLYSICS,porishikkusu
ほ,VOLTA MASTERS,borutamasuta-zu
ほ,ポルノグラフィティ,porunogurafitei
ほ,本田美奈子,hondaminako
ほ,PONTIACS,ponteiakkusu
ほ,BON-BON BLANCO,bonbonburanko
ま,Micro,maikuro
ま,MY LITTLE LOVER,mairitoruraba-
ま,前田敦子,maedaatsuko
ま,マキシマム ザ ホルモン,makishimamuzahorumon
ま,牧野由依,makinoyui
ま,槇原敬之,makiharanoriyuki
ま,真心ブラザーズ,magokoroburaza-zu
ま,真島昌利,mashimamasatoshi
ま,町田康グループ,machidakouguru-pu
ま,町田町蔵＋北澤組,machidamachizou-kitazawagumi
ま,松浦亜弥,matsuuraaya
ま,MAX,makkusu
ま,松崎ナオ,matsuzakinao
ま,松下奈緒,matsushitanao
ま,松下優也,matsushitayuuya
ま,松たか子,matsutakako
ま,松田聖子,matsudaseiko
ま,松田優作,matsudayuusaku
ま,松任谷由実,matsutouyayumi
ま,THE MAD CAPSULE MARKETS,maddokapuseruma-kettsu
ま,松本孝弘,matsumototakahiro
ま,松山千春,matsuyamachiharu
ま,茉奈佳奈,manakana
ま,MANISH,manisshu
ま,真野恵里菜,manoerina
ま,MALICE MIZER,marisumizeru
ま,馬渡松子,mawatarimatsuko
ま,Monday満ちる,mandeimichiru
み,MISIA,mi-sha
み,三浦大知,miuradaichi
み,Mi-Ke,mike
み,水樹奈々,mizukinana
み,水越恵子,mizukoshikeiko
み,Mr.Children,misuta-chirudoren
み,misono,misono
み,美空ひばり,misorahibari
み,三石琴乃,mitsuishikotono
み,観月ありさ,mizukiarisa
み,THEE MICHELLE GUN ELEPHANT,misshierugan-erefanto
み,ミドリカワ書房,midorikawashobou
み,南こうせつ,minamikousetsu
み,南野陽子,minaminoyouko
み,南佳孝,minamiyoshitaka
み,mihimaru GT,mihimaruji-tei-
み,雅-miyavi-,miyavi
み,宮沢和史,miyazawakazushi
み,宮野真守,miyanomamoru
み,miwa,miwa
み,美輪明宏,miwaakihiro
み,MINMI,minmi
む,m.o.v.e,mu-bu
む,MOOMIN,mu-min
む,moumoon,mu-mu-n
む,MOON CHILD,mu-nchairudo
む,ムーンライダーズ,mu-nraida-zu
む,ムック,mukku
む,村下孝蔵,murashitakouzou
め,May J.,meijiei
め,May'n,mein
め,MEG,megu
め,メリー,meri-
め,MELL,meru
め,メレンゲ,merenge
め,melody.,merodi
め,メロン記念日,meronkinenbi
も,モーニング娘。,mo-ningumusume
も,THE MODS,mozzu
も,桃井はるこ,momoiharuko
も,ももいろクローバーZ,momoirokuro-ba-zetto
も,森川美穂,morikawamiho
も,森口博子,moriguchihiroko
も,森高千里,moritakachisato
も,森田童子,moritadouji
も,森山直太朗,moriyamanaotarou
も,森山良子,moriyamaryouko
も,MONKEY MAJIK,monki-majikku
も,MONGOL800,mongoruhappyaku
も,MONDO GROSSO,mondogurosso
や,矢井田瞳,yaidahitomi
や,野猿,yaen
や,八神純子,yagamijunko
や,やくしまるえつこ,yakushimaruetsuko
や,薬師丸ひろ子,yakushimaruhiroko
や,野狐禅,yakozen
や,矢沢永吉,yazawaeikichi
や,やしきたかじん,yashikitakajin
や,柳ジョージ,yanagijo-ji
や,柳ジョージ＆レイニーウッド,yanagijo-jiandoreini-uddo
や,矢野顕子,yanoakiko
や,yanokami,yanokami
や,矢野真紀,yanomaki
や,山口百恵,yamaguchimomoe
や,山崎まさよし,yamazakimasayoshi
や,山下久美子,yamashitakumiko
や,山下達郎,yamashitatatsurou
や,山下智久,yamashitatomohisa
や,山本潤子,yamamotojunko
や,Yum！Yum！ORANGE,yamuyamuorenji
ゆ,YOUR SONG IS GOOD,yuasonguizuguddo
ゆ,YUI,yui
ゆ,YU-A,yu-a
ゆ,憂歌団,yuukadan
ゆ,遊助,yuusuke
ゆ,eufonius,yu-foniasu
ゆ,湯川潮音,yukawashione
ゆ,YUKI,yuki
ゆ,遊佐未森,yusamimori
ゆ,ゆず,yuzu
ゆ,JUDE,yuda
ゆ,ユニコーン,yuniko-n
ゆ,UNISON SQUARE GARDEN,yunizonsukueaga-den
ゆ,ゆらゆら帝国,yurayurateikoku
よ,妖精帝國,youseiteikoku
よ,YO-KING,yo-kingu
よ,横浜銀蝿,yokohamaginbae
よ,吉井和哉,yoshiikazuya
よ,YOSHII LOVINSON,yoshiirobinson
よ,吉田拓郎,yoshidatakurou
よ,吉田美奈子,yoshidaminako
よ,吉田美和,yoshidamiwa
よ,米倉千尋,yonekurachihiro
よ,米倉利紀,yonekuratoshinori
ら,RIZE,raizu
ら,RHYMESTER,raimusuta-
ら,LOUDNESS,raudonesu
ら,RAG FAIR,ragufea
ら,La'cryma Christi,rakurimakurisutei-
ら,LAST ALLIANCE,rasutoaraiansu
ら,ラッツ＆スター,rattsuandosuta-
ら,RADWIMPS,raddouinpusu
ら,Laputa,rapyu-ta
ら,Raphael,rafaeru
ら,ラフィン・ノーズ,rafinno-zu
ら,LOVE PSYCHEDELICO,rabusaikederiko
ら,ラムジ,ramuji
ら,L'Arc～en～Ciel,rarukuanshieru
ら,LUNKHEAD,rankuheddo
り,Lead,ri-do
り,Rie fu,riefuu
り,RYTHEM,rizumu
り,RIP SLYME,rippusuraimu
り,Lily Chou-Chou,ririishushu
り,Lyrico,ririko
り,LINK,rinku
り,凛として時雨,rintoshiteshigure
り,LINDBERG,rindoba-gu
る,ROUAGE,rua-ju
る,THE ROOSTERZ,ru-suta-zu
る,rumania montevideo,ru-maniamontebideo
る,Le Couple,rukupuru
る,LUNA SEA,runashi-
れ,レイ・ハラカミ,reiharakami
れ,LEO今井,reoimai
れ,RED WARRIORS,reddouo-ria-zu
れ,LA-PPISCH,repisshu
れ,REBECCA,rebekka
れ,レミオロメン,remioromen
ろ,LOW IQ 01,rouaikyu-ichi
ろ,ロード・オブ・メジャー,ro-doobumeja-
ろ,ロケットマン,rokettoman
ろ,locofrank,rokofuranku
ろ,LOSALIOS,rozariosu
ろ,TH eROCKERS,rokka-zu
ろ,ROSSO,rosso
わ,YMO,waiemuo-
わ,wyolica,waiyorika
わ,和田アキ子,wadaakiko
わ,渡辺麻友,watanabemayu
わ,渡辺美里,watanabemisato
わ,渡り廊下走り隊,watariroukahashiritai
わ,WaT,watto
わ,ONE OK ROCK,wan-okurokku
わ,WANDS,wanzu
